id;"team_name";"buff_1";"alias";"nickname";"buff_2";"buff_3";"dob";"hometown";"region_code";"user_id";"picture";"picture_small";"address";"postcode";"city";"state";"country";"description";"checked_out";"checked_out_time";"params";"class";"avatar";"group_link";"status";"roster_link"
71;"Blue Point Jr. Mighty Midgets";;"blue-point-jr-mighty-midgets";"Jr. Mighty Midgets";;;"0000-00-00";"Blue Point";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/71-blue-point-jr-mighty-midgets";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Blue Point Jr. Mighty Midgets"
72;"Blue Point Mighty Midgets";;"blue-point-mighty-midgets";"Mighty Midgets";;;"0000-00-00";"Blue Point";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/72-blue-point-mighty-midgets";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Blue Point Mighty Midgets"
73;"Bohemia Suicide Squad";;"bohemia-suicide-squad";"Suicide Squad";;;"0000-00-00";"Bohemia";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/73-bohemia-suicide-squad";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Bohemia Suicide Squad"
74;"Bought Community Night Hawks";;"bought-community-night-hawks";"Night Hawks";;;"0000-00-00";"Bought Community";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/74-bought-community-night-hawks";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Bought Community Night Hawks"
75;"Brighton-Erie Bulldogs";;"brighton-erie-bulldogs";"Bulldogs";;;"0000-00-00";"Brighton-Erie";"2";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"4";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/75-brighton-erie-bulldogs";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Brighton-Erie Bulldogs"
76;"Central Islip Jr. Hoboes";;"central-islip-jr-hoboes";"Jr. Hoboes";;;"0000-00-00";"Central Islip";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/76-central-islip-jr-hoboes";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Central Islip Jr. Hoboes"
77;"Copenhagen Cubs";;"copenhagen-cubs";"Cubs";;;"0000-00-00";"Copenhagen";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/77-copenhagen-cubs";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Copenhagen Cubs"
78;"Coram Hellraisers";;"coram-hellraisers";"Hellraisers";;;"0000-00-00";"Coram";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/78-coram-hellraisers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Coram Hellraisers"
79;"Dansville Bulldogs";;"dansville-bulldogs";"Bulldogs";;;"0000-00-00";"Dansville";"2";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"4";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/79-dansville-bulldogs";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Dansville Bulldogs"
80;"Deerfield Hose Busters";;"deerfield-hose-busters";"Hose Busters";;;"0000-00-00";"Deerfield";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/80-deerfield-hose-busters";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Deerfield Hose Busters"
81;"Delmar Boosters";;"delmar-boosters";"Boosters";;;"0000-00-00";"Delmar";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/81-delmar-boosters";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Delmar Boosters"
82;"Dexter Ramblers";;"dexter-ramblers";"Ramblers";;;"0000-00-00";"Dexter";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/82-dexter-ramblers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Dexter Ramblers"
83;"East Farmingdale Jr. Hares";;"east-farmingdale-jr-hares";"Jr. Hares";;;"0000-00-00";"East Farmingdale";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/83-east-farmingdale-jr-hares";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=East Farmingdale Jr. Hares"
84;"East Islip Jr. Guzzlers";;"east-islip-jr-guzzlers";"Jr. Guzzlers";;;"0000-00-00";"East Islip";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/84-east-islip-jr-guzzlers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=East Islip Jr. Guzzlers"
85;"East Meadow Meadowlarks";;"east-meadow-meadowlarks";"Meadowlarks";;;"0000-00-00";"East Meadow";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/85-east-meadow-meadowlarks";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=East Meadow Meadowlarks"
86;"East Norwich Spooks";;"east-norwich-spooks";"Spooks";;;"0000-00-00";"East Norwich";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/86-east-norwich-spooks";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=East Norwich Spooks"
87;"Elmont Bangtails";;"elmont-bangtails";"Bangtails";;;"0000-00-00";"Elmont";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/87-elmont-bangtails";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Elmont Bangtails"
88;"Elsmere Jr. Wanderers";;"elsmere-jr-wanderers";"Jr. Wanderers";;;"0000-00-00";"Elsmere";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/88-elsmere-jr-wanderers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Elsmere Jr. Wanderers"
89;"Evans Mills";;"evans-mills";"Mills";;;"0000-00-00";"Evans";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/89-evans-mills";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Evans Mills"
90;"Farmingdale Coolies";;"farmingdale-coolies";"Coolies";;;"0000-00-00";"Farmingdale";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/90-farmingdale-coolies";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Farmingdale Coolies"
91;"Farmingville Jr. Bandits";;"farmingville-jr-bandits";"Jr. Bandits";;;"0000-00-00";"Farmingville";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/91-farmingville-jr-bandits";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Farmingville Jr. Bandits"
92;"Floral Park Doodlebugs";;"floral-park-doodlebugs";"Doodlebugs";;;"0000-00-00";"Floral Park";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/92-floral-park-doodlebugs";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Floral Park Doodlebugs"
93;"Franklin Square Square Shooters";;"franklin-square-square-shooters";"Square Shooters";;;"0000-00-00";"Franklin Square";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/93-franklin-square-square-shooters";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Franklin Square Square Shooters"
94;"Freeport Clamdiggers";;"freeport-clamdiggers";"Clamdiggers";;;"0000-00-00";"Freeport";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/94-freeport-clamdiggers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Freeport Clamdiggers"
95;"Freeport Wide Awakes";;"freeport-wide-awakes";"Wide Awakes";;;"0000-00-00";"Freeport";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/95-freeport-wide-awakes";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Freeport Wide Awakes"
96;"Garden City Park Mustangs";;"garden-city-park-mustangs";"Mustangs";;;"0000-00-00";"Garden City Park";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/96-garden-city-park-mustangs";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Garden City Park Mustangs"
97;"Gates-Chili Stinkers";;"gates-chili-stinkers";"Stinkers";;;"0000-00-00";"Gates-Chili";"2";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"4";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/97-gates-chili-stinkers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Gates-Chili Stinkers"
98;"Glen Cove Wet Ears";;"glen-cove-wet-ears";"Wet Ears";;;"0000-00-00";"Glen Cove";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/98-glen-cove-wet-ears";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Glen Cove Wet Ears"
99;"Glenwood Greenhorns";;"glenwood-greenhorns";"Greenhorns";;;"0000-00-00";"Glenwood";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/99-glenwood-greenhorns";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Glenwood Greenhorns"
100;"Great Neck Alerts";;"great-neck-alerts";"Alerts";;;"0000-00-00";"Great Neck";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/100-great-neck-alerts";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Great Neck Alerts"
101;"Hagerman Jr. Gamblers";;"hagerman-jr-gamblers";"Jr. Gamblers";;;"0000-00-00";"Hagerman";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/101-hagerman-jr-gamblers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Hagerman Jr. Gamblers"
102;"Hamlin Beach Boys";;"hamlin-beach-boys";"Beach Boys";;;"0000-00-00";"Hamlin";"2";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"4";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/102-hamlin-beach-boys";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Hamlin Beach Boys"
103;"Hempstead Flukes";;"hempstead-flukes";"Flukes";;;"0000-00-00";"Hempstead";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/103-hempstead-flukes";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Hempstead Flukes"
104;"Hempstead Yellow Hornets";;"hempstead-yellow-hornets";"Yellow Hornets";;;"0000-00-00";"Hempstead";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/104-hempstead-yellow-hornets";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Hempstead Yellow Hornets"
105;"Hewlett Smokey Stovers";;"hewlett-smokey-stovers";"Smokey Stovers";;;"0000-00-00";"Hewlett";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/105-hewlett-smokey-stovers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Hewlett Smokey Stovers"
106;"Holbrook Rebels";;"holbrook-rebels";"Rebels";;;"0000-00-00";"Holbrook";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/106-holbrook-rebels";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Holbrook Rebels"
107;"Holland Patent Old Timers";;"holland-patent-old-timers";"Old Timers";;;"0000-00-00";"Holland Patent";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/107-holland-patent-old-timers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Holland Patent Old Timers"
108;"Holtsville Renegades";;"holtsville-renegades";"Renegades";;;"0000-00-00";"Holtsville";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/108-holtsville-renegades";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Holtsville Renegades"
109;"Huntington Manor Bulldogs";;"huntington-manor-bulldogs";"Bulldogs";;;"0000-00-00";"Huntington Manor";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/109-huntington-manor-bulldogs";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Huntington Manor Bulldogs"
110;"Huntington Manor Jr. Bulldogs";;"huntington-manor-jr-bulldogs";"Jr. Bulldogs";;;"0000-00-00";"Huntington Manor";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/110-huntington-manor-jr-bulldogs";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Huntington Manor Jr. Bulldogs"
111;"Ilion Roadrunners";;"ilion-roadrunners";"Roadrunners";;;"0000-00-00";"Ilion";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/111-ilion-roadrunners";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Ilion Roadrunners"
112;"Inwood Mud Ducks";;"inwood-mud-ducks";"Mud Ducks";;;"0000-00-00";"Inwood";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/112-inwood-mud-ducks";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Inwood Mud Ducks"
113;"Islip Jr. Wolves";;"islip-jr-wolves";"Jr. Wolves";;;"0000-00-00";"Islip";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/113-islip-jr-wolves";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Islip Jr. Wolves"
114;"Islip Terrace Jr. Schlagers";;"islip-terrace-jr-schlagers";"Jr. Schlagers";;;"0000-00-00";"Islip Terrace";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/114-islip-terrace-jr-schlagers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Islip Terrace Jr. Schlagers"
115;"Kendall Hose Riders";;"kendall-hose-riders";"Hose Riders";;;"0000-00-00";"Kendall";"2";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"4";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/115-kendall-hose-riders";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Kendall Hose Riders"
116;"Lake Placid Panthers";;"lake-placid-panthers";"Panthers";;;"0000-00-00";"Lake Placid";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/116-lake-placid-panthers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Lake Placid Panthers"
117;"Lakeview Sparks";;"lakeview-sparks";"Sparks";;;"0000-00-00";"Lakeview";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/117-lakeview-sparks";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Lakeview Sparks"
118;"Lindenhurst Jr. Snails";;"lindenhurst-jr-snails";"Jr. Snails";;;"0000-00-00";"Lindenhurst";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/118-lindenhurst-jr-snails";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Lindenhurst Jr. Snails"
119;"Louisville Turtles";;"louisville-turtles";"Turtles";;;"0000-00-00";"Louisville";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/119-louisville-turtles";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Louisville Turtles"
120;"Lynbrook Tumblers";;"lynbrook-tumblers";"Tumblers";;;"0000-00-00";"Lynbrook";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/120-lynbrook-tumblers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Lynbrook Tumblers"
121;"Malverne Chipmunks";;"malverne-chipmunks";"Chipmunks";;;"0000-00-00";"Malverne";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/121-malverne-chipmunks";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Malverne Chipmunks"
122;"Manorville Punk Hole Raiders";;"manorville-punk-hole-raiders";"Punk Hole Raiders";;;"0000-00-00";"Manorville";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/122-manorville-punk-hole-raiders";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Manorville Punk Hole Raiders"
123;"Massapequa Indians";;"massapequa-indians";"Indians";;;"0000-00-00";"Massapequa";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/123-massapequa-indians";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Massapequa Indians"
124;"Mastic Whistlers";;"mastic-whistlers";"Whistlers";;;"0000-00-00";"Mastic";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/124-mastic-whistlers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Mastic Whistlers"
125;"Melville Time Bandits";;"melville-time-bandits";"Time Bandits";;;"0000-00-00";"Melville";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/125-melville-time-bandits";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Melville Time Bandits"
126;"Merrick";;"merrick";"n/a";;;"0000-00-00";"Merrick";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/126-merrick";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Merrick"
127;"Merrick Outlaws";;"merrick-outlaws";"Outlaws";;;"0000-00-00";"Merrick";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/127-merrick-outlaws";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Merrick Outlaws"
128;"Mineola Bully Boys";;"mineola-bully-boys";"Bully Boys";;;"0000-00-00";"Mineola";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/128-mineola-bully-boys";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Mineola Bully Boys"
129;"Mississippi Mills";;"mississippi-mills";"Mills";;;"0000-00-00";"Mississippi";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/129-mississippi-mills";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Mississippi Mills"
130;"New Bremen Blue Birds";;"new-bremen-blue-birds";"Blue Birds";;;"0000-00-00";"New Bremen";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/130-new-bremen-blue-birds";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=New Bremen Blue Birds"
131;"Norfolk Snails";;"norfolk-snails";"Snails";;;"0000-00-00";"Norfolk";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/131-norfolk-snails";"Active";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Norfolk Snails"
132;"North Babylon Jr. Tail Draggers";;"north-babylon-jr-tail-draggers";"Jr. Tail Draggers";;;"0000-00-00";"North Babylon";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"6";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/132-north-babylon-jr-tail-draggers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=North Babylon Jr. Tail Draggers"
133;"North Babylon Tail Draggers";;"north-babylon-tail-draggers";"Tail Draggers";;;"0000-00-00";"North Babylon";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"2";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/133-north-babylon-tail-draggers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=North Babylon Tail Draggers"
134;"North Massapequa Gremlins";;"north-massapequa-gremlins";"Gremlins";;;"0000-00-00";"North Massapequa";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/134-north-massapequa-gremlins";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=North Massapequa Gremlins"
135;"North Merrick Stump Jumpers";;"north-merrick-stump-jumpers";"Stump Jumpers";;;"0000-00-00";"North Merrick";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/135-north-merrick-stump-jumpers";"1";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=North Merrick Stump Jumpers"
136;"North Patchogue Nite Caps";;;"Nite Caps";;;"0000-00-00";"North Patchogue";"4";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"3";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/136-north-patchogue-night-caps";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=North Patchogue Night Caps"
137;"North Pole Polar Bears";;"north-pole-polar-bears";"Polar Bears";;;"0000-00-00";"North Pole";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/137-north-pole-polar-bears";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=North Pole Polar Bears"
138;"Norwood Racqueteers";;"norwood-racqueteers";"Racqueteers";;;"0000-00-00";"Norwood";"3";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"5";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/138-norwood-racqueteers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Norwood Racqueteers"
139;"Oceanside Eggnoggers";;"oceanside-eggnoggers";"Eggnoggers";;;"0000-00-00";"Oceanside";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/139-oceanside-eggnoggers";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Oceanside Eggnoggers"
140;"Oceanside Mariners";;"oceanside-mariners";"Mariners";;;"0000-00-00";"Oceanside";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/140-oceanside-mariners";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Oceanside Mariners"
141;"Oceanside Misfits";;"oceanside-misfits";"Misfits";;;"0000-00-00";"Oceanside";"1";"0";;;;;;;;;"0";"0000-00-00 00:00:00";;"1";"images/avatar/group/thumb_group_default.jpg";"../index.php/dm-list/individual/141-oceanside-misfits";"0";"../../../index.php?option=com_fabrik&view=list&listid=12&resetfilters=1&fm_team_members___team=Oceanside Misfits"
